m,Projective,Affine,Ruzsa
33916,17.8422,16.208,10.4734
33917,17.9335,16.5017,10.8442
33918,17.4677,16.1854,11.2933
33919,17.4652,16.437,11.0837
33920,17.4275,16.9498,11.3268
33921,17.338,16.6766,11.5876
33922,17.4038,16.5737,11.662
33923,17.392,16.6932,12.2692
33924,17.6101,17.1286,11.4207
33925,17.7683,17.691,11.9335
33926,17.2841,18.5714,10.945
33927,17.6128,18.7477,10.8117
33928,17.8616,17.2923,10.3767
33929,16.9055,17.5506,11.1292
33930,17.7014,17.3924,11.7823
33931,17.4983,18.0601,12.4712
33932,17.2831,16.9037,12.338
33933,17.9326,16.3297,12.2019
33934,16.8878,16.9142,10.903
33935,16.6756,16.8453,11.4161
33936,17.4549,16.9363,10.1248
33937,17.0047,16.9428,10.1511
33938,17.1441,17.2174,10.624
33939,16.5127,17.64,9.65757
33940,16.653,18.0248,8.942
33941,16.1735,17.9569,7.42151
33942,16.3802,17.5256,7.99237
33943,16.5322,17.572,7.72981
33944,16.4721,17.0452,8.17878
33945,16.5276,17.7385,8.56589
33946,16.7852,17.3999,8.06032
33947,16.3969,15.7698,8.81615
33948,16.826,15.8543,8.72993
33949,17.2211,16.8148,8.94751
33950,18.1,16.7792,9.63832
33951,18.5425,16.2514,9.7206
33952,18.8728,16.5637,9.8973
33953,17.7838,16.4083,9.64631
33954,16.9379,16.1473,10.0015
33955,16.9145,16.718,10.514
33956,17.3875,17.3753,11.3335
33957,17.2898,17.6127,11.378
33958,17.7935,17.6394,11.2661
33959,17.4453,17.8768,10.3612
33960,17.5891,17.1856,9.85166
33961,17.2122,17.1833,10.6348
33962,16.801,16.5794,10.4067
33963,17.0677,17.2752,9.61769
33964,17.1256,16.1215,9.93232
33965,16.7775,15.8008,9.56325
33966,16.7731,16.1587,10.1399
33967,15.929,16.6491,6.50605
33968,15.3792,17.3735,6.86917
33969,15.5524,16.015,6.63302
33970,14.9553,15.5209,7.08209
33971,15.3906,15.8546,7.41301
33972,15.5927,15.4769,7.47193
33973,15.4518,15.5448,8.27443
33974,15.9309,16.0291,8.85812
33975,16.1709,16.8433,8.82238
33976,16.1965,17.0386,8.9341
33977,16.7601,17.9384,9.11717
33978,17.4676,16.4523,8.35579
33979,17.4932,15.2528,9.1073
33980,18.1204,15.7764,9.6801
33981,18.7497,15.3067,10.18
33982,18.7754,15.9092,10.1657
33983,17.984,16.1654,9.06334
33984,18.7173,16.085,9.76495
33985,18.7431,15.6473,9.53741
33986,18.746,16.5574,9.6798
33987,18.5498,15.716,9.90607
33988,18.4416,15.945,9.97117
33989,18.9256,16.3541,9.67273
33990,19.6468,16.7546,9.65531
33991,20.0255,17.1675,9.5489
33992,20.0514,17.4472,9.92929
33993,19.2605,16.0941,10.6535
33994,17.047,16.2355,10.7659
33995,17.6714,16.4154,10.509
33996,17.4978,15.597,8.66477
33997,17.5239,15.594,8.69389
33998,16.7333,16.5107,8.59575
33999,17.1462,17.1981,8.71021
34000,17.9771,17.3549,8.49205
34001,18.6239,14.6901,9.42721
34002,17.8105,14.7036,9.32961
34003,17.9749,15.0999,9.45208
34004,18.7906,15.6603,10.0271
34005,19.4096,16.4788,10.2345
34006,19.3353,16.8193,9.28801
34007,18.9761,15.8512,9.72601
34008,18.9018,16.3282,10.3092
34009,18.352,16.7014,10.7984
34010,18.4692,17.4511,11.5088
34011,18.4371,16.3994,10.1234
34012,18.363,16.3203,9.99213
34013,17.9188,16.468,10.4202
34014,17.9188,15.9774,10.8931
34015,17.7632,16.2523,10.3509
34016,18.6599,16.4534,10.484
34017,18.5068,16.4695,11.1739
34018,18.6803,16.0667,11.3433
34019,18.9062,15.7742,10.861
34020,19.632,15.8424,10.9089
34021,20.4825,16.279,11.0784
34022,21.2082,16.418,10.7446
34023,20.8399,16.6092,10.2624
34024,19.067,17.08,10.7503
34025,19.3646,16.5015,10.4166
34026,19.0793,17.1191,10.6509
34027,18.825,17.9558,10.1208
34028,19.1056,16.8535,10.4933
34029,19.3564,16.3415,10.2801
34030,16.3824,16.707,11.0144
34031,16.7436,17.4504,11.2376
34032,17.3635,17.316,10.3799
34033,17.3277,16.3474,10.6951
34034,17.3671,16.7321,10.4773
34035,17.4119,17.3411,10.7082
34036,17.5276,16.9045,11.3894
34037,17.6289,17.5985,9.22626
34038,16.4115,17.4055,9.18714
34039,16.5455,17.152,9.56462
34040,16.072,16.6656,9.76117
34041,16.4363,17.0673,9.18428
34042,16.4911,17.5429,9.45973
34043,17.0852,17.9815,9.696
34044,17.1918,18.8084,9.90648
34045,17.0424,18.7878,10.182
34046,17.6781,18.5828,10.2548
34047,17.2461,18.8967,10.6813
34048,17.309,19.0269,11.292
34049,18.0386,18.8272,10.9418
34050,17.8607,18.4,11.2027
34051,17.2613,18.1722,10.564
34052,17.7365,17.825,10.5791
34053,17.8588,16.8106,9.81147
34054,17.2262,16.5168,9.69255
34055,17.7668,15.8077,10.2326
34056,17.468,15.385,10.7776
34057,17.3196,16.0131,10.8013
34058,17.5212,15.5962,10.0227
34059,16.265,14.9602,10.277
34060,15.7828,14.5002,10.6337
34061,15.6448,13.8427,-3.48231
34062,16.0553,6.43216,-3.02415
34063,7.64816,6.49331,-2.20107
34064,8.44619,5.66277,-1.56712
34065,8.77721,6.38306,-1.69221
34066,9.57984,6.94457,-0.747599
34067,9.61572,6.55499,-0.703958
34068,9.29348,7.05436,0.032714
34069,8.54456,7.17912,-0.379272
34070,8.83902,7.4829,-0.496327
34071,9.67833,7.78053,0.161898
34072,9.71435,8.43135,0.972117
34073,9.28702,8.31515,1.31284
34074,9.51603,9.25305,1.46424
34075,9.83593,8.63373,1.39517
34076,9.94216,8.72584,0.975495
34077,10.3422,9.23185,1.55048
34078,10.5215,9.12861,0.364548
34079,11.2671,9.64267,0.877487
34080,11.5872,9.76061,0.936427
34081,12.2747,10.5745,1.27211
34082,12.9156,10.3984,1.96637
34083,13.0562,10.9776,2.57643
34084,13.507,11.0085,2.89446
34085,14.1656,11.71,3.11373
34086,14.0538,12.1591,3.83468
34087,14.6062,12.3281,4.34281
34088,14.8374,12.8367,4.26596
34089,15.7024,13.0057,4.6778
34090,16.2548,13.0031,4.85369
34091,14.5719,13.6322,5.65579
34092,14.5095,13.1969,5.64734
34093,14.6836,13.6876,6.03196
34094,14.6212,13.7135,6.62688
34095,13.6782,13.8415,6.53579
34096,14.2294,14.4861,6.09356
34097,14.8603,15.3108,6.86817
34098,14.7053,15.505,6.82312
34099,14.7598,16.0972,6.96102
34100,15.3428,16.6292,7.4338
34101,15.3873,17.4402,8.08223
34102,15.627,17.864,8.86323
34103,15.3916,17.7308,9.16377
34104,15.7328,17.0441,9.76362
34105,15.9901,17.1374,9.53586
34106,16.0953,17.7821,8.80598
34107,16.6484,17.0956,9.5687
34108,16.6924,16.8192,10.0341
34109,16.5933,17.2859,10.4959
34110,16.8343,16.7885,10.998
34111,17.7058,17.2628,11.4634
34112,17.4863,17.0368,11.4348
34113,18.2014,17.3575,11.1637
34114,18.1208,16.9807,10.6467
34115,18.5174,17.4228,11.3152
34116,19.2428,17.5894,10.8545
34117,18.7073,18.0479,11.2435
34118,19.3871,18.7759,11.2083
34119,20.2438,18.5976,11.1782
34120,20.7546,17.3805,11.649
34121,20.9859,17.1953,11.6181
34122,19.9498,16.6903,9.65147
34123,17.3716,16.385,9.95409
34124,17.8808,16.6107,9.91656
34125,18.1512,16.8,9.83046
34126,18.5556,16.6578,9.89326
34127,19.1311,16.4739,10.4256
34128,18.1266,15.9811,10.0854
34129,17.8103,16.0725,9.40937
34130,16.9243,16.3996,9.47515
34131,17.3705,17.0764,9.19549
34132,17.7043,16.5312,9.54842
34133,17.8138,16.4394,10.1397
34134,17.9523,16.4938,10.6784
34135,18.255,16.5973,9.85927
34136,18.0924,16.3221,10.212
34137,17.6057,16.7757,10.7522
34138,17.7134,17.516,11.1867
34139,17.919,17.167,9.86444
34140,18.1119,17.7239,10.5244
34141,17.3023,18.631,10.6201
34142,17.8479,18.506,9.54024
34143,17.7859,18.857,9.70617
34144,17.6293,17.9233,10.0268
34145,17.5295,18.2744,9.64027
34146,18.1691,17.9127,10.0063
34147,18.1931,18.2638,10.1405
34148,17.6085,18.2195,10.0694
34149,17.2135,18.0982,9.70174
34150,17.3947,18.4494,9.91853
34151,17.2636,17.1149,9.63554
34152,17.2249,17.0646,9.84058
34153,17.8807,16.8442,10.0562
34154,17.9293,16.4792,10.5566
34155,18.0733,16.7594,10.1387
34156,17.8205,16.2898,9.41581
34157,18.3594,16.1337,10.1671
34158,18.7066,16.0393,10.5746
34159,18.299,15.7784,10.8351
34160,17.6287,16.2316,11.6242
34161,17.3151,16.1967,10.9941
34162,16.8635,16.8045,9.6923
34163,17.1358,16.4754,9.89887
34164,17.5304,16.6464,9.53609
34165,16.8653,16.6614,10.2122
34166,17.2648,16.621,10.5161
34167,17.3057,16.5308,10.3247
34168,17.1724,16.3118,10.451
34169,16.5391,16.9021,10.1814
34170,17.028,16.206,9.7837
34171,16.68,16.2517,9.62411
34172,16.7031,16.4857,9.91046
34173,16.5396,15.6936,10.398
34174,17.257,15.8008,10.6844
34175,17.6098,16.3386,9.72555
34176,17.7378,15.9341,9.85049
34177,18.0874,15.9541,9.98305
34178,16.1583,16.776,10.1631
34179,16.3839,17.0763,10.5732
34180,16.2017,16.248,10.1056
34181,16.4772,16.504,10.7821
34182,16.4495,16.3666,9.35076
34183,16.4895,15.4806,7.28109
34184,16.5319,15.0687,7.2108
34185,16.3732,14.7759,7.09936
34186,16.8071,14.3663,7.18135
34187,16.9606,14.4081,7.52495
34188,16.4704,14.346,8.29637
34189,16.3709,14.6662,8.75642
34190,16.843,14.7882,8.43566
34191,17.0848,15.211,8.4301
34192,17.1891,15.5483,8.43389
34193,16.8779,15.6965,8.2869
34194,17.1258,15.7018,8.29913
34195,17.5645,16.1347,8.54868
34196,16.7801,16.4388,9.45393
34197,16.6302,16.0872,10.09
34198,17.5311,16.4032,10.9727
34199,17.4245,16.3416,11.8779
34200,17.1934,16.701,11.0721
34201,17.5822,16.4992,11.6517
34202,18.0204,16.0637,12.2183
34203,18.2969,16.0511,12.7225
34204,18.3191,16.6054,13.524
34205,17.584,16.6794,13.9741
34206,17.5987,16.7395,13.1685
34207,17.6407,17.0028,13.1316
34208,17.2759,16.8329,12.2047
34209,17.4622,16.4492,12.4402
34210,17.5874,16.5728,11.1777
34211,17.1474,16.758,11.4768
34212,17.361,16.7613,11.7298
34213,16.6952,17.0251,10.4641
34214,16.929,15.7046,9.04504
34215,17.8034,16.0182,9.57938
34216,18.429,16.6339,9.7581
34217,18.8402,17.5316,9.59517
34218,18.2068,17.1222,9.80681
34219,16.7716,17.5398,9.9316
34220,17.0039,15.9041,10.2871
34221,17.6912,16.0472,10.2022
34222,17.6943,16.8698,10.0542
34223,16.9605,17.3265,9.26521
34224,17.0591,16.9174,9.09233
34225,17.212,17.3351,8.96836
34226,17.5481,17.3604,9.58641
34227,16.6083,17.3705,10.1392
34228,16.4033,15.5042,10.7092
34229,16.8008,15.8811,10.1802
34230,17.2015,16.6525,8.5037
34231,17.4528,16.9743,8.01246
34232,17.9048,16.9639,8.14177
34233,17.5045,17.4449,8.32652
34234,17.506,16.939,8.67321
34235,17.7522,16.8069,9.41935
34236,17.264,17.5784,9.3331
34237,17.9404,16.291,9.40349
34238,18.7535,17.0464,9.93615
34239,18.2558,17.8179,10.6823
34240,17.3721,16.7564,10.2118
34241,17.2127,17.1479,10.6896
34242,17.7005,17.131,11.4157
34243,17.2031,17.339,11.8691
34244,17.1056,17.8631,12.2894
34245,17.3428,17.6831,10.5995
34246,17.0363,18.0608,10.9291
34247,17.8006,17.4587,11.4554
34248,18.1322,17.5154,11.3109
34249,17.5767,18.0667,11.1259
34250,17.8228,17.6453,10.7138
34251,18.4407,18.4305,11.1248
34252,17.8198,19.2313,11.5168
34253,17.6133,17.0826,12.3874
34254,17.4346,16.8801,12.0546
34255,18.0743,17.5304,12.4738
34256,18.1742,18.1444,13.0653
34257,17.0912,18.1286,12.4991
34258,16.9759,16.8642,11.3612
34259,17.147,16.8536,10.5782
34260,17.2043,16.7223,9.77996
34261,17.5375,17.0744,9.49056
34262,18.0915,17.3879,10.2907
34263,18.4325,17.5344,10.4316
34264,17.6034,17.6714,10.6664
34265,17.4201,17.5257,9.65443
34266,16.9075,18.1182,9.71338
34267,17.2418,18.3176,9.82126
34268,17.9841,18.6828,10.3824
34269,17.25,16.4728,10.0853
34270,16.762,16.2889,10.8314
34271,17.0397,16.5566,10.6848
34272,16.6491,17.1372,11.4566
34273,16.974,16.2407,9.83476
34274,16.9018,16.6386,10.0328
34275,17.4259,16.692,9.88173
34276,16.4487,16.8626,10.5104
34277,16.9467,17.1252,10.6571
34278,17.3221,16.5547,10.714
34279,17.8346,15.9471,11.0952
34280,17.7062,15.9861,9.88095
34281,17.8618,16.0622,10.2749
34282,18.1525,16.5382,9.66524
34283,18.3575,15.8098,10.0404
34284,18.3867,16.0264,9.43935
34285,18.2782,16.5719,9.96152
34286,19.09,16.7278,10.0816
34287,19.2972,17.1673,10.6256
34288,19.798,17.5308,11.5123
34289,20.7388,17.8843,11.9778
34290,20.4598,18.095,12.6323
34291,18.4359,17.6778,12.7688
34292,18.1729,17.0213,12.8426
34293,18.3215,17.4311,13.3544
34294,18.78,17.6637,13.491
34295,18.1841,18.0161,12.2888
34296,17.6246,17.6483,11.662
34297,17.5017,17.818,11.5242
34298,17.8502,18.1629,11.9792
34299,18.1712,16.5961,12.1991
34300,17.7789,16.5607,10.6404
34301,18.1514,16.1618,11.1615
34302,18.6226,16.1158,11.4707
34303,18.6745,16.6883,11.0834
34304,17.3646,15.9472,11.3033
34305,17.7898,16.5389,11.3784
34306,18.2611,16.7587,11.5984
34307,17.3395,17.3704,10.5756
34308,17.6114,16.8594,10.7156
34309,18.0475,16.4825,10.8709
34310,17.6782,17.2927,11.0829
34311,17.8418,16.8629,10.5475
34312,18.108,17.0811,10.0139
34313,18.3552,17.2678,10.3211
34314,18.6148,16.723,10.9424
34315,18.7785,16.8395,10.7406
34316,17.9649,15.676,10.5026
34317,17.5945,15.7652,10.2306
34318,17.7107,15.4845,10.8661
34319,18.3893,15.7139,9.72045
34320,18.157,15.9618,9.85321
34321,18.3058,16.4619,10.0455
34322,17.445,16.8123,10.4669
34323,17.4292,16.8499,9.74414
34324,17.5165,16.5313,9.82354
34325,17.8108,16.8034,9.52071
34326,17.7294,16.768,10.124
34327,17.0075,16.6527,10.1004
34328,17.0241,16.284,9.56315
34329,17.5089,16.7285,9.74224
34330,17.478,16.2854,10.2137
34331,17.5244,16.2451,9.86709
34332,17.6326,16.05,10.387
34333,17.8271,16.0715,10.2281
34334,17.0391,16.2093,10.3168
34335,17.42,16.5248,9.36015
34336,17.0425,16.716,9.96596
34337,17.3502,16.9975,8.71748
34338,17.5389,17.0894,9.33344
34339,17.8268,17.1207,9.16874
34340,17.9931,16.371,9.1959
34341,16.8043,16.6804,9.69216
34342,17.2178,16.6225,9.73335
34343,17.9103,17.3187,9.20975
34344,18.2911,18.0152,9.56286
34345,18.3119,18.4413,9.68997
34346,18.6927,16.347,10.09
34347,18.293,16.4444,10.63
34348,18.8683,16.6126,10.5576
34349,19.2492,16.2019,9.6776
34350,18.8376,16.1463,9.90716
34351,18.067,16.427,10.3562
34352,18.6976,16.7674,9.59055
34353,19.6299,17.538,9.93006
34354,18.8553,17.6406,10.1572
34355,17.9054,16.133,10.9672
34356,17.7122,16.7664,11.1133
34357,17.7624,16.4734,10.4394
34358,17.6185,17.0975,10.4388
34359,17.4617,17.5719,11.2806
34360,17.3715,16.9126,11.8083
34361,17.2148,17.6498,10.9208
34362,17.6903,18.1243,10.7646
34363,17.4842,16.4949,10.3942
34364,18.3869,16.4077,10.3677
34365,17.909,16.657,10.479
34366,17.5925,16.4739,10.133
34367,17.4036,16.5215,9.20743
34368,17.0227,16.9285,9.27948
34369,17.6017,17.1951,9.9034
34370,17.772,16.9098,10.188
34371,17.9548,16.6764,9.12751
34372,17.9679,17.336,9.52934
34373,17.7498,16.8385,10.0637
34374,17.5096,15.7914,9.68472
34375,17.8086,16.4446,10.1703
34376,17.7191,15.9555,9.85375
34377,18.191,15.9592,9.70358
34378,17.9005,15.9508,10.3448
34379,15.7377,15.8559,9.59993
34380,16.3613,15.5217,9.43643
34381,16.7316,14.6306,10.2607
34382,16.1072,14.1838,10.9698
34383,16.8391,14.776,11.1726
34384,17.4313,14.852,10.2532
34385,17.6526,15.4892,10.7953
34386,18.6288,15.7482,11.7418
34387,17.5568,15.762,12.4509
34388,17.5751,15.9123,11.5664
34389,16.9564,16.6896,10.9726
34390,16.3704,16.5716,11.3743
34391,16.7629,16.12,10.7811
34392,17.6627,16.1656,11.4902
34393,18.1966,16.484,11.3582
34394,17.2913,16.3471,11.1528
34395,17.217,16.5796,11.7111
34396,17.6757,16.1358,10.9375
34397,18.5827,16.555,11.1406
34398,17.9077,16.6815,11.8738
34399,18.4127,17.049,12.5667
34400,17.5097,16.9272,12.3337
34401,17.5199,17.3598,13.0266
34402,16.7567,16.7204,11.1044
34403,16.0357,16.502,9.50572
34404,16.201,17.1622,9.7794
34405,16.8584,17.3056,9.5095
34406,16.9486,17.963,9.94371
34407,16.6861,18.706,10.1623
34408,16.9662,16.8307,10.9543
34409,17.0564,17.1396,11.4433
34410,16.8982,17.8055,10.9599
34411,17.3651,18.1546,11.883
34412,17.5594,18.0192,10.9704
34413,17.6497,16.8419,11.0184
34414,17.2667,17.7194,11.3324
34415,17.9116,16.1916,11.6021
34416,17.0115,16.819,10.8554
34417,17.7394,16.1804,10.4721
34418,17.616,16.4364,11.2115
34419,17.9667,16.4283,12.022
34420,18.5203,17.0811,12.4988
34421,18.094,16.5923,12.8663
34422,17.6775,15.9737,12.9635
34423,17.0423,16.1782,10.9622
34424,17.4443,16.4009,11.3655
34425,16.7869,16.1849,11.7331
34426,17.2769,16.5363,12.1958
34427,17.7512,17.1733,12.5634
34428,18.0573,17.9108,10.8637
34429,17.9051,16.7305,10.8621
34430,17.5517,17.0985,10.3308
34431,18.2876,16.5843,11.1831
34432,19.1071,16.5178,11.7781
34433,19.2397,16.6383,11.4785
34434,19.5982,16.1932,11.7348
34435,20.4264,16.6854,10.8183
34436,18.5247,16.1504,10.547
34437,19.1288,16.0657,10.1077
34438,18.2507,15.7575,10.1684
34439,18.8253,15.9627,9.55496
34440,18.2191,16.6528,10.1461
34441,18.2393,16.1386,9.91124
34442,18.0823,16.3831,9.18776
34443,17.8878,16.1805,9.34537
34444,18.5649,16.9279,9.94234
34445,18.2506,17.5219,10.7032
34446,18.9103,16.7655,9.82453
34447,18.9306,17.0278,10.2542
34448,17.6157,17.155,10.2562
34449,18.208,16.6103,10.4911
34450,19.0693,16.494,10.7235
34451,18.4319,17.0959,11.1997
34452,17.2752,16.8624,11.2708
34453,17.8388,16.7445,10.6821
34454,17.8117,16.2428,9.99244
34455,17.2199,16.78,10.3864
34456,17.2972,16.5304,10.7289
34457,17.5323,15.7825,10.7224
34458,17.4131,16.0099,11.1701
34459,17.5775,16.453,10.9098
34460,18.0442,17.1982,10.5166
34461,18.9569,16.7371,10.8363
34462,18.0987,16.5931,11.5626
34463,18.5606,17.4152,11.7553
34464,18.064,18.1222,11.1895
34465,18.438,18.0076,10.2929
34466,17.9541,16.8933,10.3014
34467,17.3644,16.9865,10.4113
34468,17.8632,17.2032,9.8785
34469,17.991,17.3054,10.1008
34470,17.9044,16.97,10.2388
34471,18.444,17.4036,10.4335
34472,18.0674,17.8635,10.0112
34473,18.3507,18.3308,9.68423
34474,18.2809,18.7475,10.2127
34475,18.5447,17.9668,10.9439
34476,17.1367,18.1717,10.889
34477,17.7473,16.8814,10.7976
34478,18.0594,17.0686,11.563
34479,18.1388,17.7029,11.0152
34480,17.7531,17.7006,10.9407
34481,18.0653,18.2748,10.0761
34482,17.6118,18.1479,9.95971
34483,17.4193,17.8566,10.5217
34484,17.9305,17.5828,10.0116
34485,17.1877,17.9535,10.2293
34486,17.3459,17.5205,10.8486
34487,17.6764,16.6962,10.3223
34488,18.2713,16.1271,10.8094
34489,18.6248,16.557,10.5948
34490,18.9553,17.1695,11.024
34491,19.5502,16.3865,11.075
34492,19.8476,16.6234,11.4056
34493,20.2595,17.5501,12.1351
34494,20.5568,17.3729,10.8976
34495,19.7357,17.5641,11.4464
34496,18.5744,18.2521,10.8324
34497,18.4684,19.1378,10.8116
34498,17.7927,18.0538,10.7038
34499,18.5329,18.397,11.2845
34500,18.9884,18.648,10.3728
34501,19.4059,18.9176,10.271
34502,18.0196,16.7903,10.3306
34503,18.8848,16.2924,10.8741
34504,18.7266,16.6548,11.2909
34505,18.6109,16.8268,10.3567
34506,18.7846,16.8828,10.2725
34507,18.38,17.0976,10.3998
34508,18.445,16.6296,10.7642
34509,17.7633,16.9203,10.8428
34510,17.0424,17.6169,11.3621
34511,17.0544,18.2648,10.9166
34512,16.9489,15.8217,11.4359
34513,17.0754,16.4693,11.7564
34514,17.8829,17.2436,11.6429
34515,17.3516,17.8912,10.7787
34516,17.0396,18.1317,10.4922
34517,17.3786,17.7489,10.8999
34518,17.2633,17.2973,10.3261
34519,16.5965,17.5379,9.20648
34520,16.4274,16.8097,9.7683
34521,16.8838,16.384,10.4548
34522,17.5737,16.1566,10.9113
34523,16.9005,16.8907,9.64529
34524,16.8687,17.5787,9.19528
34525,16.9019,17.8194,9.59513
34526,17.3929,16.9952,10.0457
34527,18.2894,17.0844,10.8228
34528,19.0714,16.2412,11.3695
34529,19.287,16.4951,10.4396
34530,18.6141,17.0588,10.7442
34531,18.2032,17.6656,10.4225
34532,18.0854,17.7548,10.2141
34533,18.3011,17.8583,10.8335
34534,17.4977,17.9475,11.3013
34535,17.4742,17.7608,11.2595
34536,17.6,17.5472,11.2613
34537,17.0786,16.8628,10.7947
34538,17.0123,16.9575,10.2634
34539,17.3098,17.4274,10.0982
34540,17.945,16.8841,9.63242
34541,18.5747,17.3609,9.77661
34542,17.8111,17.8445,9.89126
34543,18.0536,17.3314,9.61902
34544,17.8919,17.0172,9.34519
34545,18.4335,15.4554,9.85247
34546,17.2648,15.4977,9.22579
34547,17.5057,15.6739,9.28559
34548,16.2179,14.5178,9.58046
34549,16.7616,14.8994,5.02898
34550,17.5763,14.669,4.7825
34551,18.12,14.3242,5.49487
34552,17.5528,15.0021,5.74906
34553,16.8129,14.3245,6.57259
34554,17.4871,13.8669,6.81943
34555,18.0309,13.8904,7.65589
34556,18.3897,14.2137,7.08638
34557,16.5299,14.7445,7.24714
34558,16.8888,15.3891,7.82098
34559,16.9313,16.0878,8.26099
34560,16.4528,15.762,8.62362
34561,16.4231,15.1149,8.27797
34562,16.4677,15.3764,9.06519
34563,16.3069,15.8724,9.84954
34564,16.1753,15.6647,9.25857
34565,16.3614,15.3616,10.0256
34566,16.9608,15.7602,10.0653
34567,17.4434,16.2649,10.6281
34568,18.0428,16.0194,10.134
34569,18.1131,16.1457,10.1218
34570,18.4495,16.2926,10.7026
34571,18.2862,16.9617,11.1872
34572,17.6765,16.3162,11.072
34573,18.2671,16.1463,10.71
34574,18.876,16.9987,10.7838
34575,19.4536,17.054,10.8241
34576,19.948,16.5572,10.502
34577,18.4917,16.7016,10.4867
34578,19.1007,16.9557,10.5582
34579,17.6097,17.3175,11.0278
34580,17.5704,16.1836,11.0032
34581,18.4472,16.479,10.7971
34582,17.8487,16.9874,10.7169
34583,18.2115,17.0787,9.93904
34584,17.6295,17.3142,10.3226
34585,17.8261,17.8849,10.9305
34586,17.9796,16.4844,10.5203
34587,18.7073,17.1042,10.2705
34588,19.2839,16.3989,10.1068
34589,19.0482,16.7506,10.3596
34590,18.4475,17.3186,10.6329
34591,18.2999,18.1006,10.7463
34592,19.057,18.1921,10.722
34593,19.7847,17.9954,10.2264
34594,20.1434,16.4634,10.2022
34595,19.9306,17.2454,10.3988
34596,19.6952,17.0314,10.4092
34597,18.5947,17.0906,10.7726
34598,18.4048,16.5565,11.6182
34599,18.9335,17.1978,11.7444
34600,17.4272,16.1927,11.2543
34601,17.4653,16.6347,11.1307
34602,17.7987,16.388,11.1672
34603,17.9609,16.7214,11.1882
34604,18.7884,16.9941,10.9721
34605,18.4496,17.4382,11.6127
34606,17.8839,17.9751,11.2626
34607,18.3385,18.6851,12.0367
34608,19.2874,17.4038,10.6846
34609,17.7435,17.896,10.9127
34610,17.8957,18.5679,10.5474
34611,17.4263,19.095,9.65073
34612,16.7918,18.1006,9.40504
34613,16.7989,18.7004,9.80594
34614,17.245,19.3477,10.2551
34615,16.3401,16.4979,10.2332
34616,15.9051,16.4107,10.1905
34617,16.1863,15.2504,10.0788
34618,16.586,15.8993,9.96788
34619,16.8176,16.6042,10.4669
34620,17.2004,17.286,11.2999
34621,17.5198,17.7244,9.80083
34622,17.7174,17.8615,10.6339
34623,16.9792,18.2999,10.1519
34624,17.0777,18.5226,10.7124
34625,17.752,17.2581,9.73971
34626,17.2932,16.6772,10.0926
34627,16.8623,16.9054,10.6653
34628,17.4888,16.9381,11.0247
34629,16.7678,17.3275,10.4101
34630,16.6438,16.1283,9.69431
34631,16.9581,15.9093,9.94466
34632,16.5644,15.7088,10.7751
34633,16.3567,16.1073,10.2999
34634,16.3631,16.8121,11.0082
34635,16.7025,17.2508,11.8387
34636,16.7643,17.5555,12.1193
34637,16.9671,17.5198,12.4314
34638,17.2558,16.0082,11.6069
34639,18.0626,16.5141,11.9191
34640,17.8944,16.8721,11.2901
34641,17.3219,16.1182,11.3847
34642,17.9157,15.7786,11.0272
34643,17.401,15.6685,11.8475
34644,17.9073,16.0136,12.4158
34645,17.7313,16.1336,13.1466
34646,18.518,16.2896,12.3193
34647,18.002,16.8136,10.4264
34648,18.5556,17.6094,10.4575
34649,18.3775,16.2153,10.6553
34650,17.8616,15.6224,11.4048
34651,17.706,15.9077,11.6539
34652,17.1953,16.3405,11.7483
34653,17.774,16.8907,11.9974
34654,17.1378,17.7448,10.6342
34655,17.4485,16.7844,11.1412
34656,17.9534,16.7434,10.9779
34657,18.4705,16.3575,10.2974
34658,19.2387,16.5116,11.0961
34659,17.6556,16.3707,10.7451
34660,17.5612,16.749,11.6153
34661,18.0996,16.5013,10.4265
34662,17.2826,17.2805,9.79376
34663,17.5946,17.1116,9.78325
34664,17.3767,17.4829,9.95856
34665,17.9608,17.3435,9.94856
34666,18.0251,17.8986,10.6524
34667,17.9296,17.7053,10.217
34668,17.3611,17.5681,10.7503
34669,17.7105,17.0009,11.3282
34670,18.0673,17.1015,12.1605
34671,18.1124,16.8958,11.602
34672,17.2443,16.9185,11.1733
34673,17.3078,17.1911,11.802
34674,17.6488,16.806,11.4669
34675,17.589,17.2672,10.5238
34676,17.885,16.8119,10.6401
34677,17.6338,16.8123,10.2687
34678,17.975,16.6713,10.0841
34679,18.0567,16.7417,10.1856
34680,18.0502,17.0563,10.5795
34681,16.5981,16.8902,10.5818
34682,16.7207,16.0615,11.0343
34683,16.6999,16.6096,11.3533
34684,17.0272,16.9395,11.3392
34685,17.6521,16.9832,11.8631
34686,17.0351,16.7772,12.4022
34687,17.1136,16.9766,12.0704
34688,16.7094,17.1081,11.0975
34689,17.2556,17.3286,10.7609
34690,17.3424,16.7597,10.3557
34691,17.3688,17.5123,10.8658
34692,17.8311,16.7721,10.5343
34693,18.2735,16.4903,9.85281
34694,18.3838,16.8128,9.72469
34695,18.6112,16.2481,10.4722
34696,19.2232,16.6904,10.4785
34697,19.7213,17.4933,10.8005
34698,19.8316,17.5471,11.1464
34699,20.0591,16.6762,10.3425
34700,20.2195,16.1718,9.46032
34701,20.7658,16.7107,9.82592
34702,20.8762,17.3552,10.0988
34703,21.1038,17.9333,10.4838
